0,Huffman,code,0
1,Huffman,code,1
2,Huffman,code,2
3,Huffman,code,3
4,Huffman,code,4
5,Huffman,code,5
6,Huffman,code,6
7,Huffman,code,7
8,Huffman,code,8
9,Huffman,code,9
10,Huffman,code,10
11,Huffman,code,11
12,Huffman,code,12
13,Huffman,code,13
14,Huffman,code,14
15,Huffman,code,15
16,Huffman,code,16
17,Huffman,code,17
18,Huffman,code,18
19,Huffman,code,19
20,Huffman,code,20
21,Huffman,code,21
22,Huffman,code,22
23,Huffman,code,23
24,Huffman,code,24
25,Huffman,code,25
26,Huffman,code,26
27,Huffman,code,27
28,Huffman,code,28
29,Huffman,code,29
30,Huffman,code,30
31,Huffman,code,31
32,Huffman,code,32
33,Huffman,code,33
34,Huffman,code,34
35,Huffman,code,35
36,Huffman,code,36
37,Huffman,code,37
38,Huffman,code,38
39,Huffman,code,39
40,Huffman,code,40
41,Huffman,code,41
42,Huffman,code,42
43,Huffman,code,43
44,Huffman,code,44
45,Huffman,code,45
46,Huffman,code,46
47,Huffman,code,47
48,Huffman,code,48
49,Huffman,code,49
50,Huffman,code,50
51,Huffman,code,51
52,Huffman,code,52
53,Huffman,code,53
54,Huffman,code,54
55,Huffman,code,55
56,Huffman,code,56
57,Huffman,code,57
58,Huffman,code,58
59,Huffman,code,59
60,Huffman,code,60
61,Huffman,code,61
62,Huffman,code,62
63,Huffman,code,63
64,Huffman,code,64
65,Huffman,code,65
66,Huffman,code,66
67,Huffman,code,67
68,Huffman,code,68
69,Huffman,code,69
70,Huffman,code,70
71,Huffman,code,71
72,Huffman,code,72
73,Huffman,code,73
74,Huffman,code,74
75,Huffman,code,75
76,Huffman,code,76
77,Huffman,code,77
78,Huffman,code,78
79,Huffman,code,79
80,Huffman,code,80
81,Huffman,code,81
82,Huffman,code,82
83,Huffman,code,83
84,Huffman,code,84
85,Huffman,code,85
86,Huffman,code,86
87,Huffman,code,87
88,Huffman,code,88
89,Huffman,code,89
90,Huffman,code,90
91,Huffman,code,91
92,Huffman,code,92
93,Huffman,code,93
94,Huffman,code,94
95,Huffman,code,95
96,Huffman,code,96
97,Huffman,code,97
98,Huffman,code,98
99,Huffman,code,99
100,Huffman,code,100
101,Huffman,code,101
102,Huffman,code,102
103,Huffman,code,103
104,Huffman,code,104
105,Huffman,code,105
106,Huffman,code,106
107,Huffman,code,107
108,Huffman,code,108
109,Huffman,code,109
110,Huffman,code,110
111,Huffman,code,111
112,Huffman,code,112
113,Huffman,code,113
114,Huffman,code,114
115,Huffman,code,115
116,Huffman,code,116
117,Huffman,code,117
118,Huffman,code,118
119,Huffman,code,119
120,Huffman,code,120
121,Huffman,code,121
122,Huffman,code,122
123,Huffman,code,123
124,Huffman,code,124
125,Huffman,code,125
126,Huffman,code,126
127,Huffman,code,127
128,Huffman,code,128
129,Huffman,code,129
130,Huffman,code,130
131,Huffman,code,131
132,Huffman,code,132
133,Huffman,code,133
134,Huffman,code,134
135,Huffman,code,135
136,Huffman,code,136
137,Huffman,code,137
138,Huffman,code,138
139,Huffman,code,139
140,Huffman,code,140
141,Huffman,code,141
142,Huffman,code,142
143,Huffman,code,143
144,Huffman,code,144
145,Huffman,code,145
146,Huffman,code,146
147,Huffman,code,147
148,Huffman,code,148
149,Huffman,code,149
150,Huffman,code,150
151,Huffman,code,151
152,Huffman,code,152
153,Huffman,code,153
154,Huffman,code,154
155,Huffman,code,155
156,Huffman,code,156
157,Huffman,code,157
158,Huffman,code,158
159,Huffman,code,159
160,Huffman,code,160
161,Huffman,code,161
162,Huffman,code,162
163,Huffman,code,163
164,Huffman,code,164
165,Huffman,code,165
166,Huffman,code,166
167,Huffman,code,167
168,Huffman,code,168
169,Huffman,code,169
170,Huffman,code,170
171,Huffman,code,171
172,Huffman,code,172
173,Huffman,code,173
174,Huffman,code,174
175,Huffman,code,175
176,Huffman,code,176
177,Huffman,code,177
178,Huffman,code,178
179,Huffman,code,179
180,Huffman,code,180
181,Huffman,code,181
182,Huffman,code,182
183,Huffman,code,183
184,Huffman,code,184
185,Huffman,code,185
186,Huffman,code,186
187,Huffman,code,187
188,Huffman,code,188
189,Huffman,code,189
190,Huffman,code,190
191,Huffman,code,191
192,Huffman,code,192
193,Huffman,code,193
194,Huffman,code,194
195,Huffman,code,195
196,Huffman,code,196
197,Huffman,code,197
198,Huffman,code,198
199,Huffman,code,199
200,Huffman,code,200
201,Huffman,code,201
202,Huffman,code,202
203,Huffman,code,203
204,Huffman,code,204
205,Huffman,code,205
206,Huffman,code,206
207,Huffman,code,207
208,Huffman,code,208
209,Huffman,code,209
210,Huffman,code,210
211,Huffman,code,211
212,Huffman,code,212
213,Huffman,code,213
214,Huffman,code,214
215,Huffman,code,215
216,Huffman,code,216
217,Huffman,code,217
218,Huffman,code,218
219,Huffman,code,219
220,Huffman,code,220
221,Huffman,code,221
222,Huffman,code,222
223,Huffman,code,223
224,Huffman,code,224
225,Huffman,code,225
226,Huffman,code,226
227,Huffman,code,227
228,Huffman,code,228
229,Huffman,code,229
230,Huffman,code,230
231,Huffman,code,231
232,Huffman,code,232
233,Huffman,code,233
234,Huffman,code,234
235,Huffman,code,235
236,Huffman,code,236
237,Huffman,code,237
238,Huffman,code,238
239,Huffman,code,239
240,Huffman,code,240
241,Huffman,code,241
242,Huffman,code,242
243,Huffman,code,243
244,Huffman,code,244
245,Huffman,code,245
246,Huffman,code,246
247,Huffman,code,247
248,Huffman,code,248
249,Huffman,code,249
250,Huffman,code,250
251,Huffman,code,251
252,Huffman,code,252
253,Huffman,code,253
254,Huffman,code,254
255,Huffman,code,255
256,Huffman,code,256
257,Huffman,code,257
258,Huffman,code,258
259,Huffman,code,259
260,Huffman,code,260
261,Huffman,code,261
262,Huffman,code,262
263,Huffman,code,263
264,Huffman,code,264
265,Huffman,code,265
266,Huffman,code,266
267,Huffman,code,267
268,Huffman,code,268
269,Huffman,code,269
270,Huffman,code,270
271,Huffman,code,271
272,Huffman,code,272
273,Huffman,code,273
274,Huffman,code,274
275,Huffman,code,275
276,Huffman,code,276
277,Huffman,code,277
278,Huffman,code,278
279,Huffman,code,279
280,Huffman,code,280
281,Huffman,code,281
282,Huffman,code,282
283,Huffman,code,283
284,Huffman,code,284
285,Huffman,code,285
286,Huffman,code,286
287,Huffman,code,287
288,Huffman,code,288
289,Huffman,code,289
290,Huffman,code,290
291,Huffman,code,291
292,Huffman,code,292
293,Huffman,code,293
294,Huffman,code,294
